id,dtime,lat,lng,PM10 Concentration,PM2.5 Concentration,temp,hum
1,2/27/2022 12:16,28.25304033,83.9757,23.1,9.2,21.7,45.5
3,2/27/2022 12:16,28.25310767,83.97574183,22.1,9.1,22.1,44.9
5,2/27/2022 12:16,28.253143,83.97576833,22.7,9.1,22.3,44.6
7,2/27/2022 12:16,28.25318183,83.97580017,21.1,9.1,22.3,44.3
9,2/27/2022 12:16,28.253233,83.97581383,20.2,8.8,22.4,44.3
11,2/27/2022 12:16,28.25327217,83.9758225,18.7,9.1,22.9,45.2
13,2/27/2022 12:17,28.25331383,83.97582317,20.3,9.1,23.2,45.1
15,2/27/2022 12:17,28.2533615,83.97582917,27.3,9.8,23.3,44.9
17,2/27/2022 12:17,28.25341017,83.97583767,26.5,9.9,23.6,44.8
19,2/27/2022 12:17,28.2534655,83.975841,38.5,10.5,24,44.3
21,2/27/2022 12:17,28.2535255,83.975854,42.1,10.8,24.2,45.2
23,2/27/2022 12:17,28.25358117,83.9758495,43.2,11,24.5,43.8
25,2/27/2022 12:17,28.25364167,83.97584083,42,10.7,24.5,42.3
27,2/27/2022 12:17,28.2536985,83.97584317,35.4,10.3,24.5,40.9
29,2/27/2022 12:17,28.25375483,83.975851,35.1,10.1,24.4,39.9
31,2/27/2022 12:17,28.25380083,83.97585517,24.8,9.5,24.3,39.9
33,2/27/2022 12:17,28.2538525,83.97586667,20.7,9.2,24.1,41.4
35,2/27/2022 12:17,28.25390233,83.97587933,20.3,8.9,24,42
37,2/27/2022 12:17,28.25394283,83.97588117,20.6,8.8,24.2,41.9
39,2/27/2022 12:18,28.253998,83.975886,21.2,8.7,24.2,41.8
41,2/27/2022 12:18,28.2540155,83.975872,22.2,11,24.2,40.4
43,2/27/2022 12:18,28.25401783,83.97586233,22.1,10.8,24.4,39.5
45,2/27/2022 12:18,28.25401883,83.975861,22.6,10.5,24.5,38
47,2/27/2022 12:18,28.25403083,83.97585233,22.5,10.2,24.4,37.6
49,2/27/2022 12:18,28.25407767,83.97584867,22.5,10,24.6,37.6
51,2/27/2022 12:18,28.25411117,83.9758525,20.8,9.6,25,37
53,2/27/2022 12:18,28.25412767,83.97586117,20.7,9.6,25.2,36.9
55,2/27/2022 12:18,28.25413833,83.975869,22.5,7.4,25.2,36.6
57,2/27/2022 12:18,28.254168,83.975863,21.4,7.8,25.2,36.4
59,2/27/2022 12:18,28.25419883,83.9758745,20.9,8.1,25.2,36.4
61,2/27/2022 12:19,28.25427,83.975856,23,8.6,25.2,36.4
63,2/27/2022 12:19,28.25433233,83.9758685,19.7,8.4,25.3,36.1
65,2/27/2022 12:19,28.25435933,83.97587233,18.5,8.1,25.3,37.5
67,2/27/2022 12:19,28.25438717,83.975879,19.7,8.3,25.2,37.1
69,2/27/2022 12:19,28.25444683,83.9758845,18.3,7.9,25.2,37.1
71,2/27/2022 12:19,28.25450917,83.97588483,21.9,7.9,25.6,38.2
73,2/27/2022 12:19,28.25456283,83.97588233,21.7,9.7,25.7,39.4
75,2/27/2022 12:19,28.25462217,83.9758775,23.4,12,25.8,39.2
77,2/27/2022 12:19,28.254677,83.97587183,23.5,12.1,25.8,38.8
79,2/27/2022 12:19,28.25474317,83.975874,25.9,15.3,25.8,37.8
81,2/27/2022 12:19,28.25481733,83.97587317,26.5,15.3,25.8,37.8
83,2/27/2022 12:20,28.254874,83.97588133,23.3,14,26.1,37.8
85,2/27/2022 12:20,28.25491367,83.97591083,23.9,14.4,26,37
87,2/27/2022 12:20,28.25495333,83.97594717,25.8,19,26.1,36.9
89,2/27/2022 12:20,28.25498267,83.97597167,27.9,19.9,26.2,36.8
91,2/27/2022 12:20,28.25501683,83.9759955,36.9,31,26.4,36.3
93,2/27/2022 12:20,28.25505,83.976028,48.2,43.1,26.5,36
95,2/27/2022 12:20,28.255085,83.97606033,55.5,50,26.5,36.1
97,2/27/2022 12:20,28.2551155,83.9760935,55.5,49.9,26.8,37.9
99,2/27/2022 12:20,28.25515883,83.97613283,53.9,48.3,26.8,38.3
101,2/27/2022 12:20,28.255202,83.9761725,46.3,41.3,27.1,37.4
103,2/27/2022 12:20,28.2552375,83.976205,44.8,40,27.2,36.4
105,2/27/2022 12:20,28.2553015,83.9762595,27.8,18.4,27.2,36.4
107,2/27/2022 12:20,28.2553385,83.97629283,19.9,9.3,26.4,36.5
109,2/27/2022 12:21,28.2553765,83.97633667,17.3,6.8,26.3,36.2
111,2/27/2022 12:21,28.2554305,83.9764055,19.8,6.9,26.2,35.4
113,2/27/2022 12:21,28.255489,83.97645867,22.9,7.1,26,36.2
115,2/27/2022 12:21,28.25552733,83.97649317,22.9,6.9,26,36.4
117,2/27/2022 12:21,28.25558167,83.976545,23.1,7.1,26.1,35.8
119,2/27/2022 12:21,28.25562217,83.97658383,22.6,7.1,25.8,36
121,2/27/2022 12:21,28.25565817,83.97662067,23.5,7,25.9,36.2
123,2/27/2022 12:21,28.25570083,83.976665,22.9,7,25.7,37.7
125,2/27/2022 12:21,28.25573367,83.97669967,19.6,6.9,25.7,37.1
127,2/27/2022 12:21,28.255774,83.9767465,17.9,7,25.3,36.1
129,2/27/2022 12:21,28.25581883,83.97680417,21,7.2,24.8,35.6
131,2/27/2022 12:21,28.25585383,83.97684533,19.5,6.9,25,35.8
133,2/27/2022 12:21,28.2558815,83.97688417,22.4,7,25.1,36
135,2/27/2022 12:22,28.255906,83.9769185,21.5,7.1,25.1,36
137,2/27/2022 12:22,28.25593783,83.976957,21.1,7.1,25.1,36
139,2/27/2022 12:22,28.2559875,83.97697833,21.4,7.2,25,36.4
141,2/27/2022 12:22,28.25602983,83.97701033,21.3,7.4,24.8,36.8
143,2/27/2022 12:22,28.25607867,83.97706167,21.7,11.6,24.6,38
145,2/27/2022 12:22,28.25611417,83.97710383,22.4,11.7,24.4,38.4
147,2/27/2022 12:22,28.25614883,83.97714383,20.2,11.5,24.5,38.5
149,2/27/2022 12:22,28.25618133,83.97718033,20.4,11.5,24.3,38.5
151,2/27/2022 12:22,28.2562295,83.97723833,20.8,12.4,24.3,39
153,2/27/2022 12:22,28.25626233,83.977279,24.4,12.4,24.1,39.6
155,2/27/2022 12:22,28.25630383,83.97733,24.6,12.2,23.9,40.2
157,2/27/2022 12:22,28.25633667,83.9773745,21.7,7.8,23.8,40
159,2/27/2022 12:22,28.25636883,83.977416,23.7,7.9,23.8,40
161,2/27/2022 12:22,28.256399,83.977459,26.9,8.2,23.5,40.1
163,2/27/2022 12:23,28.25642783,83.9775005,27.2,8.5,23.4,40.1
165,2/27/2022 12:23,28.25646017,83.97754283,27.3,7.7,23.3,39.3
167,2/27/2022 12:23,28.256507,83.97756267,24,7.3,23.1,39.1
169,2/27/2022 12:23,28.256532,83.9775945,25.1,7.5,23.3,39
171,2/27/2022 12:23,28.25658217,83.97764717,30.6,7.9,23.3,39
173,2/27/2022 12:23,28.25662933,83.97766317,30.5,8.3,23.7,38.7
175,2/27/2022 12:23,28.256682,83.97765417,32.3,8.6,23.6,38.7
177,2/27/2022 12:23,28.25673483,83.97762783,49.3,10.5,23.6,38.7
179,2/27/2022 12:23,28.25678283,83.97759483,79.7,13.2,23.7,38.8
181,2/27/2022 12:23,28.25682433,83.97758,96.3,15.1,23.7,38.7
183,2/27/2022 12:23,28.25686633,83.9775615,106.1,16.4,23.5,38.7
185,2/27/2022 12:23,28.25690483,83.97754333,106.2,16.3,23.5,39
187,2/27/2022 12:23,28.25694567,83.97751967,112.6,16.9,23.4,39.5
189,2/27/2022 12:23,28.25698433,83.97749867,127.2,17.9,23.4,39.3
191,2/27/2022 12:24,28.2570235,83.977474,124.8,18.1,23.3,39.1
193,2/27/2022 12:24,28.257063,83.97744883,104.5,15.5,23.3,39.1
195,2/27/2022 12:24,28.25710517,83.97742533,87.9,13.7,23.2,39.5
197,2/27/2022 12:24,28.257159,83.9773935,76.2,12.6,23.1,38.9
199,2/27/2022 12:24,28.25720167,83.9773765,72.9,12.2,23,37.7
201,2/27/2022 12:24,28.25724217,83.97735733,65.6,11.8,23,37.6
203,2/27/2022 12:24,28.25728383,83.977331,55.4,10.2,22.9,37.5
205,2/27/2022 12:24,28.25732383,83.97730883,48.6,9.5,23,37.7
207,2/27/2022 12:24,28.25737867,83.97727367,49.5,9.1,22.8,38.3
209,2/27/2022 12:24,28.25741883,83.977245,43.8,8.7,22.8,38.5
211,2/27/2022 12:24,28.25746383,83.977203,39.3,8,22.8,38.5
213,2/27/2022 12:24,28.25749967,83.97717133,39.8,7.9,22.7,38.1
215,2/27/2022 12:24,28.25753617,83.97714217,41.3,8.1,22.7,38.2
217,2/27/2022 12:24,28.25757133,83.9771115,36.7,8.2,22.8,38.7
219,2/27/2022 12:25,28.2576095,83.9770795,35.9,8,22.8,39.8
221,2/27/2022 12:25,28.2576505,83.97705017,47.4,8.7,22.8,40.3
223,2/27/2022 12:25,28.2576875,83.97701983,59.8,9.1,22.7,39.6
225,2/27/2022 12:25,28.257724,83.97699033,82.4,10.2,22.7,39.1
227,2/27/2022 12:25,28.25778417,83.97694717,93.7,11.1,22.7,39.1
229,2/27/2022 12:25,28.25782967,83.97691467,96.4,11.8,22.7,39.3
231,2/27/2022 12:25,28.257877,83.97688417,100.6,11.5,22.7,39.2
233,2/27/2022 12:25,28.25792383,83.97685617,92.6,11.1,22.6,39.3
235,2/27/2022 12:25,28.2579625,83.97684117,79.4,10.2,22.5,39
237,2/27/2022 12:25,28.258005,83.97682383,61.6,9.7,22.5,39
239,2/27/2022 12:25,28.25805333,83.97680117,43.5,8.6,22.3,39.2
241,2/27/2022 12:25,28.25810467,83.97678317,41.8,8,22.3,39.9
243,2/27/2022 12:25,28.258157,83.97675983,34.8,7.5,22,39.5
245,2/27/2022 12:26,28.2582265,83.97673467,27,7.5,22,39.5
247,2/27/2022 12:26,28.25828167,83.9767015,25.3,7.7,21.7,40.3
249,2/27/2022 12:26,28.25832183,83.97667583,25.7,8,21.7,40.6
251,2/27/2022 12:26,28.25837967,83.97662517,27.2,8.2,21.7,40.6
253,2/27/2022 12:26,28.25842567,83.97658733,27.4,8.4,21.6,42.4
255,2/27/2022 12:26,28.25846567,83.97656117,38.9,9.1,21.7,42.4
257,2/27/2022 12:26,28.25850783,83.97652367,41.8,9,21.7,42.3
259,2/27/2022 12:26,28.25855267,83.97648517,45,8.9,21.7,41.7
261,2/27/2022 12:26,28.2585905,83.97645033,68.5,12.8,21.7,41.7
263,2/27/2022 12:26,28.25864317,83.97640283,106.2,21.1,21.8,41.5
265,2/27/2022 12:26,28.25868417,83.9763705,126.9,23.8,21.9,42
267,2/27/2022 12:26,28.25873167,83.97632867,134.2,25.3,22,41.6
269,2/27/2022 12:26,28.25877,83.97629517,126.3,25.2,22,41.4
271,2/27/2022 12:27,28.25883633,83.976256,128.3,26.3,22.1,42
273,2/27/2022 12:27,28.25888417,83.9762325,135,27.1,22.1,42.2
275,2/27/2022 12:27,28.25892667,83.97619667,130,21.9,22.2,42.5
277,2/27/2022 12:27,28.25896583,83.97616167,114.6,17.8,22.2,42.4
279,2/27/2022 12:27,28.25901383,83.9761325,112.9,16.4,22.4,42.3
281,2/27/2022 12:27,28.25905317,83.97609283,115.2,16.2,22.4,41.7
283,2/27/2022 12:27,28.259091,83.97606283,120.5,16.3,22.5,41.6
285,2/27/2022 12:27,28.25912433,83.97603567,119.9,15.9,22.5,43.6
287,2/27/2022 12:27,28.2591565,83.97599583,111.2,15.3,22.6,42.7
289,2/27/2022 12:27,28.259193,83.97596367,79.1,12.9,22.7,41.3
291,2/27/2022 12:27,28.25923683,83.97592583,76.6,12.4,22.7,40.9
293,2/27/2022 12:27,28.25927317,83.97589217,58.5,11.6,22.7,40.8
295,2/27/2022 12:27,28.2593075,83.97585983,46.6,10.6,22.7,41.3
297,2/27/2022 12:27,28.25934283,83.97581483,37.8,9.9,22.7,41.3
299,2/27/2022 12:28,28.25937633,83.97577933,33.6,9.9,22.7,41
301,2/27/2022 12:28,28.2594085,83.97574033,34.2,9.7,22.8,40.7
303,2/27/2022 12:28,28.25944183,83.9757005,36.6,9.6,22.7,40.5
305,2/27/2022 12:28,28.2594745,83.9756605,32.5,9.4,22.8,40.4
307,2/27/2022 12:28,28.259517,83.97561567,31.7,8.9,22.8,40.4
309,2/27/2022 12:28,28.259552,83.97557633,32.8,9,22.7,40
311,2/27/2022 12:28,28.25958533,83.97554183,33.1,9.1,22.7,40.3
313,2/27/2022 12:28,28.25963267,83.97548367,35.2,9,22.7,40.6
315,2/27/2022 12:28,28.25966933,83.97543967,41.8,12.9,22.8,41
317,2/27/2022 12:28,28.25971133,83.97539667,43.1,13.2,23,40.8
319,2/27/2022 12:28,28.259747,83.975356,44.9,13.4,23.2,40.8
321,2/27/2022 12:28,28.25977517,83.9753145,49.6,14,23.2,40.1
323,2/27/2022 12:28,28.259811,83.97526683,53.2,14.2,23.2,39.9
325,2/27/2022 12:28,28.2598415,83.9752245,54.5,14.2,23.2,39.9
327,2/27/2022 12:29,28.25987383,83.9751835,55.4,14.5,23.3,40
329,2/27/2022 12:29,28.259908,83.9751425,57.2,13.5,23.2,39.9
331,2/27/2022 12:29,28.25994533,83.97510367,76.2,12.4,23.2,39.8
333,2/27/2022 12:29,28.25999183,83.97505717,101.7,16.5,23.1,39.9
335,2/27/2022 12:29,28.26002917,83.97501933,98,16.8,22.9,39.4
337,2/27/2022 12:29,28.2600635,83.9749755,98.6,16.7,23,39.5
339,2/27/2022 12:29,28.26009817,83.97493383,106.8,17.6,23.1,39.7
341,2/27/2022 12:29,28.26014317,83.97487683,120.2,18.4,23.1,39.7
343,2/27/2022 12:29,28.26018633,83.97482367,121.6,19.3,23.1,39.4
345,2/27/2022 12:29,28.2602225,83.9747805,99,16.6,23.2,39.4
347,2/27/2022 12:29,28.26025917,83.97473683,87.3,14.1,23.4,39.5
349,2/27/2022 12:29,28.26029533,83.9746965,84.8,13.5,23.5,39.9
351,2/27/2022 12:29,28.26033217,83.974654,79.6,13.3,23.6,40
353,2/27/2022 12:29,28.26036783,83.97461183,72.2,12.3,23.7,39.8
355,2/27/2022 12:30,28.26040033,83.9745705,66.4,12.1,23.7,39.7
357,2/27/2022 12:30,28.2604345,83.97452967,50.8,10.6,23.8,39.7
359,2/27/2022 12:30,28.26046967,83.974488,49.2,10.3,23.8,39.6
361,2/27/2022 12:30,28.260522,83.97442583,41.9,10.1,23.8,39.5
363,2/27/2022 12:30,28.2605575,83.974383,44.9,10.6,23.7,39.3
365,2/27/2022 12:30,28.26058983,83.9743355,46.8,10.9,23.8,39.1
367,2/27/2022 12:30,28.260623,83.97429083,53.3,11.5,24.1,38.8
369,2/27/2022 12:30,28.26066933,83.97422483,69,13.6,24.1,38.8
371,2/27/2022 12:30,28.2606925,83.97415967,80.7,14.7,24.4,38.5
373,2/27/2022 12:30,28.26073483,83.97410883,107.2,19.5,24.5,38.4
375,2/27/2022 12:30,28.26077617,83.97404917,117.3,20.3,24.5,38.4
377,2/27/2022 12:30,28.26082017,83.97399,116.1,20.5,24.4,37.9
379,2/27/2022 12:30,28.26087467,83.97392083,102.4,20,24.4,37.9
381,2/27/2022 12:31,28.26090783,83.973873,91.8,18.3,24.2,37.5
383,2/27/2022 12:31,28.2609355,83.97382017,85.4,17.3,24.2,37.6
385,2/27/2022 12:31,28.26096333,83.9737655,74.2,16.3,24.1,37.8
387,2/27/2022 12:31,28.2609885,83.973713,45.6,12,24.1,37.9
389,2/27/2022 12:31,28.26101283,83.97365833,37.7,11.2,24,38.1
391,2/27/2022 12:31,28.261037,83.97358833,38.9,10.9,24,38.2
393,2/27/2022 12:31,28.26105017,83.97353167,40.6,10.6,23.8,38.4
395,2/27/2022 12:31,28.26106333,83.97347467,38,10.2,23.7,38.4
397,2/27/2022 12:31,28.261081,83.97342033,41.3,10.3,23.7,38.5
399,2/27/2022 12:31,28.2611055,83.97335,47.4,10.9,23.6,38.4
401,2/27/2022 12:31,28.26113167,83.9732805,57.7,12.1,23.6,38.7
403,2/27/2022 12:31,28.26115667,83.9732095,67.1,13.3,23.5,38.9
405,2/27/2022 12:31,28.2611695,83.97314967,65.3,13.1,23.5,40.1
407,2/27/2022 12:31,28.26118467,83.97309283,70.7,13.7,23.4,40.3
409,2/27/2022 12:32,28.26120033,83.9730345,79.8,15.1,23.3,40.3
411,2/27/2022 12:32,28.26122233,83.97297667,89.9,16.2,23.3,39.6
413,2/27/2022 12:32,28.26124333,83.97292183,84,16.2,23.4,39.5
415,2/27/2022 12:32,28.26126233,83.97286667,79.4,15.5,23.5,39.9
417,2/27/2022 12:32,28.26128617,83.972797,65.5,14.3,23.6,39.9
419,2/27/2022 12:32,28.2613045,83.9727405,63.8,13.7,23.5,39.6
421,2/27/2022 12:32,28.2613195,83.97268167,58.9,13.3,23.5,39.4
423,2/27/2022 12:32,28.26133817,83.97262517,51.9,12.4,23.6,39.2
425,2/27/2022 12:32,28.26135617,83.97256933,35.3,10.8,23.6,38.9
427,2/27/2022 12:32,28.26137133,83.9725125,34.4,10.1,23.6,39
429,2/27/2022 12:32,28.26138367,83.97245333,31.9,9.7,23.7,39.5
431,2/27/2022 12:32,28.261391,83.97239317,36.5,9.7,23.8,40
433,2/27/2022 12:32,28.26139817,83.972337,38.3,9.4,23.9,40.1
435,2/27/2022 12:32,28.26140333,83.97226867,43.8,10,24.1,40.4
437,2/27/2022 12:33,28.261401,83.97221583,47.8,10.5,24.2,40.2
439,2/27/2022 12:33,28.261391,83.97218483,54.1,11,24.3,39.7
441,2/27/2022 12:33,28.2613665,83.97214933,57.9,11.3,24.3,39.2
443,2/27/2022 12:33,28.261332,83.97209767,58.8,12.2,24.4,38.5
445,2/27/2022 12:33,28.26128783,83.97203817,57,12.6,24.5,38.9
447,2/27/2022 12:33,28.26125317,83.97199283,56.6,13.3,24.5,39.2
449,2/27/2022 12:33,28.261209,83.9719365,51.3,12.7,24.7,38.5
451,2/27/2022 12:33,28.26115867,83.97188217,52.4,14.2,25,38
453,2/27/2022 12:33,28.26111517,83.97184167,50,15.3,25.2,37.7
455,2/27/2022 12:33,28.2610645,83.971801,47.6,15,25.7,37.5
457,2/27/2022 12:33,28.261019,83.97175183,41.4,14,26,37.7
459,2/27/2022 12:33,28.26097467,83.9717115,37.4,13.3,26.3,37.6
461,2/27/2022 12:33,28.2609365,83.97167033,33.4,12.6,26.7,37.4
463,2/27/2022 12:33,28.26090167,83.9716255,34.8,12.8,26.9,36.9
465,2/27/2022 12:33,28.26086583,83.97157967,33.1,12.5,27,36.5
467,2/27/2022 12:34,28.26083167,83.97153067,26.2,8.9,27.3,35.3
469,2/27/2022 12:34,28.2607925,83.97148817,22.5,8.8,27.5,35.6
471,2/27/2022 12:34,28.26074433,83.9714345,32.1,10.8,27.7,35.1
473,2/27/2022 12:34,28.26070867,83.97139733,34.2,11.7,27.7,34.9
475,2/27/2022 12:34,28.26067267,83.971362,39,12.4,27.9,34.8
477,2/27/2022 12:34,28.26063483,83.97132183,43,12.4,28.1,35.7
479,2/27/2022 12:34,28.26059867,83.97127833,44.2,12.6,28.2,35.9
481,2/27/2022 12:34,28.26056317,83.9712395,55.1,13.5,28.3,35.6
483,2/27/2022 12:34,28.2605265,83.9711975,61.7,13.7,28.3,35.6
485,2/27/2022 12:34,28.2604785,83.97114267,55.9,13,28.4,35.3
487,2/27/2022 12:34,28.26044133,83.97110717,54.3,11,28.5,34.6
489,2/27/2022 12:34,28.26039433,83.97105883,50.4,10,28.6,34.4
491,2/27/2022 12:34,28.26035767,83.97101883,46.6,10,28.7,33.9
493,2/27/2022 12:34,28.260324,83.97097967,41.5,9.3,28.7,34.2
495,2/28/2022 11:00,28.25328367,83.97591117,41.6,24.8,21,55.2
497,2/28/2022 11:00,28.2533195,83.97593467,42.5,24.5,20.9,55
499,2/28/2022 11:00,28.25337367,83.97596567,43.1,24.9,21,54.9
501,2/28/2022 11:00,28.25343183,83.97598967,41.8,24.9,21.2,54.1
503,2/28/2022 11:00,28.2535035,83.97601517,44.3,25.6,21.1,54.2
505,2/28/2022 11:00,28.25356733,83.9760475,42.4,26.1,20.9,55
507,2/28/2022 11:00,28.25362283,83.97608617,47.8,27.1,21,55.6
509,2/28/2022 11:00,28.253689,83.97614067,51.8,28.8,21,55.8
511,2/28/2022 11:00,28.25370717,83.9761995,54.7,33.9,21.3,55.6
513,2/28/2022 11:00,28.25370217,83.97627817,58.1,35.9,21.3,54.1
515,2/28/2022 11:00,28.25368633,83.9763245,62.7,46.6,21.6,53.2
517,2/28/2022 11:00,28.25365817,83.97638367,70.7,57.5,21.6,52.6
519,2/28/2022 11:00,28.25362383,83.97642117,71.8,63.9,21.7,52.2
521,2/28/2022 11:01,28.2535915,83.9764625,82.8,74.4,21.7,52.2
523,2/28/2022 11:01,28.25355583,83.97650517,81.9,73.8,21.7,52.5
525,2/28/2022 11:01,28.25351,83.97654683,75.7,68.3,21.8,52.9
527,2/28/2022 11:01,28.2534575,83.97659917,75.2,67.6,21.9,53.2
529,2/28/2022 11:01,28.253409,83.97665567,64.4,54.9,22.2,52.6
531,2/28/2022 11:01,28.25337733,83.976702,59.3,44.8,22.3,52.1
533,2/28/2022 11:01,28.2533475,83.97679683,50.4,27.9,22.3,52.1
535,2/28/2022 11:01,28.25335933,83.97686,51.4,27.8,22.7,51.2
537,2/28/2022 11:01,28.2533865,83.97693483,51.5,28.1,22.9,51.2
539,2/28/2022 11:01,28.25341783,83.977,49.7,28.7,22.9,50.6
541,2/28/2022 11:01,28.253437,83.97705567,48.1,29,22.8,50
543,2/28/2022 11:01,28.25345667,83.977126,48.7,29,22.8,49.8
545,2/28/2022 11:01,28.25347117,83.97718467,47,28.6,23.1,50.3
547,2/28/2022 11:02,28.25348417,83.97724717,47.2,28.9,23.2,50.9
549,2/28/2022 11:02,28.25349033,83.9773055,47.9,29.3,23.2,51.4
551,2/28/2022 11:02,28.25348933,83.97737733,51.2,29.9,23.3,50.8
553,2/28/2022 11:02,28.25348217,83.97744917,50.6,29.6,23.3,50.5
555,2/28/2022 11:02,28.253474,83.97752683,50.2,29.9,23.1,50
557,2/28/2022 11:02,28.25348067,83.97763883,50.5,30.8,23.1,50
559,2/28/2022 11:02,28.25349733,83.9777265,51,30.3,22.3,49.7
561,2/28/2022 11:02,28.25351917,83.97779717,46.7,29.6,22.4,50.4
563,2/28/2022 11:02,28.25355633,83.977859,49.4,29.3,22.2,50.6
565,2/28/2022 11:02,28.253598,83.977903,49.5,29,22.2,50.5
567,2/28/2022 11:02,28.25364567,83.97796267,50.1,27.9,22.1,50.5
569,2/28/2022 11:02,28.25368617,83.9780245,49.2,27.2,22.2,50.8
571,2/28/2022 11:03,28.25372167,83.978087,47.7,26.8,22,50.8
573,2/28/2022 11:03,28.25376067,83.97812867,46.5,26.2,21.8,51.1
575,2/28/2022 11:03,28.25380333,83.97816967,44.9,25.7,21.7,51.6
577,2/28/2022 11:03,28.25386217,83.97822217,43.9,24.8,21.7,52
579,2/28/2022 11:03,28.25392733,83.97826517,43.9,24.4,21.4,52.8
581,2/28/2022 11:03,28.25397167,83.97828317,43,24.2,21.3,53.1
583,2/28/2022 11:03,28.25402167,83.97828983,44.6,24.4,21.3,53
585,2/28/2022 11:03,28.2540845,83.97828617,45.2,24.4,21.3,52.7
587,2/28/2022 11:03,28.25415617,83.978286,47.7,25.1,21.4,52.7
589,2/28/2022 11:03,28.25421,83.97828417,47.7,25.4,21.6,52.9
591,2/28/2022 11:03,28.254267,83.978283,44.8,25.4,21.8,52.7
593,2/28/2022 11:03,28.25432083,83.97828817,52,25.8,22.1,52.5
595,2/28/2022 11:03,28.25436833,83.97828467,51.5,25.8,22.4,52.2
597,2/28/2022 11:04,28.25443467,83.978285,57.6,26.1,22.8,51.5
599,2/28/2022 11:04,28.2544935,83.9782855,61.3,25.9,23.1,51.1
601,2/28/2022 11:04,28.254554,83.97828517,59.8,25.7,23.3,50.4
603,2/28/2022 11:04,28.25462833,83.9782785,65.2,25.4,23.4,50
605,2/28/2022 11:04,28.25469183,83.9782795,59.2,24.8,24,49.3
607,2/28/2022 11:04,28.2547345,83.97827483,58.1,24.7,24.2,48.7
609,2/28/2022 11:04,28.2547985,83.97827517,52.6,24.2,24.3,48.4
611,2/28/2022 11:04,28.25486567,83.97826817,46.3,24,24.4,47.1
613,2/28/2022 11:04,28.254931,83.97826033,45.6,23.6,24.4,46.9
615,2/28/2022 11:04,28.25498833,83.97824717,42.7,23.3,24.4,46.5
617,2/28/2022 11:04,28.25510117,83.97822267,39.5,23,24.4,46.5
619,2/28/2022 11:04,28.25514417,83.97819317,38.6,22.9,24.7,46.1
621,2/28/2022 11:05,28.25520283,83.978151,38.8,22.4,24.3,46.2
623,2/28/2022 11:05,28.25523933,83.97811383,40.4,22.2,24.1,46.5
625,2/28/2022 11:05,28.25527917,83.97807083,41.3,22.4,23.9,46.7
627,2/28/2022 11:05,28.25532217,83.97802567,43.9,22.2,23.7,47.1
629,2/28/2022 11:05,28.2553645,83.977986,44.7,22.2,23.5,47.5
631,2/28/2022 11:05,28.25541567,83.977938,51.5,22.6,23.4,47.9
633,2/28/2022 11:05,28.25546333,83.97788533,55.4,22.7,23.3,48.3
635,2/28/2022 11:05,28.25551683,83.9778405,60,23.3,23.4,48.5
637,2/28/2022 11:05,28.25555583,83.97779983,58.6,23.1,23.3,49.2
639,2/28/2022 11:05,28.255605,83.97774367,56,22.5,23.2,49.3
641,2/28/2022 11:05,28.25566083,83.97770283,56.1,22.6,23.2,49.3
643,2/28/2022 11:05,28.25569967,83.97765417,49.9,22.2,23.2,49.2
645,2/28/2022 11:05,28.25572183,83.9775715,39.3,22.1,23.2,50.4
647,2/28/2022 11:06,28.25573483,83.9774825,39.7,22.3,23.2,50.9
649,2/28/2022 11:06,28.25574233,83.97741067,40.2,23.6,23.2,50.5
651,2/28/2022 11:06,28.25574717,83.97734017,42.1,24.5,23.1,50.2
653,2/28/2022 11:06,28.2557595,83.97724583,40.1,25.3,23.1,49.5
655,2/28/2022 11:06,28.2557675,83.977158,42.8,26.5,22.8,49.5
657,2/28/2022 11:06,28.255782,83.977081,43.8,26.8,22.9,49.5
659,2/28/2022 11:06,28.25581333,83.97702283,41.8,26,23,49.7
661,2/28/2022 11:06,28.25586767,83.976996,41.8,25,23.1,49.7
663,2/28/2022 11:06,28.255953,83.9770015,45.9,24.9,23.1,49.7
665,2/28/2022 11:06,28.25602883,83.97705383,44.9,24.2,23.3,49.2
667,2/28/2022 11:06,28.2560735,83.9770995,43.1,24.1,23.2,48.9
669,2/28/2022 11:06,28.2561205,83.9771425,44.6,24,23.2,48.8
671,2/28/2022 11:07,28.25616917,83.9771885,44.5,24.1,23.1,48.8
673,2/28/2022 11:07,28.25621667,83.9772515,43.4,24.3,23,48.9
675,2/28/2022 11:07,28.25627533,83.97732267,46.1,24.4,22.7,49.8
677,2/28/2022 11:07,28.25632067,83.977388,47.4,24.3,22.7,50.2
679,2/28/2022 11:07,28.25637317,83.97744367,46.9,24.5,22.4,50.8
681,2/28/2022 11:07,28.256403,83.977481,47.6,24.6,22.3,51.1
683,2/28/2022 11:07,28.25643717,83.9775295,48.3,24.5,22.3,51.2
685,2/28/2022 11:07,28.25647133,83.97755633,44.9,24.3,22.1,51.8
687,2/28/2022 11:07,28.2564985,83.97759883,46.4,25.4,22.2,51.8
689,2/28/2022 11:07,28.25657483,83.97763017,53.8,25.8,22.5,52.7
691,2/28/2022 11:07,28.25663033,83.97763383,57.9,25.3,22.9,51.9
693,2/28/2022 11:08,28.2567035,83.97761017,58.8,25,23,51.1
695,2/28/2022 11:08,28.25675083,83.97759033,59.1,24.1,23.1,50.4
697,2/28/2022 11:08,28.2568145,83.977555,56.7,23,23.2,49.5
