id,dtime,lat,lng,PM10 Concentration,PM2.5 Concentration,temp,hum
4299,3/1/2022 9:45,28.17894383,84.04420367,183.2,65.7,19.2,64.3
4301,3/1/2022 9:46,28.17905533,84.04401867,171.9,64.5,19,64.6
4303,3/1/2022 9:46,28.17916567,84.0438325,148.5,62.3,19,64.5
4305,3/1/2022 9:46,28.17931433,84.04359367,141.4,61.7,19,64.5
4307,3/1/2022 9:46,28.17943633,84.04339783,128.7,60.7,19,64.1
4309,3/1/2022 9:46,28.1795605,84.043206,116.8,60.1,19,64
4311,3/1/2022 9:46,28.17967417,84.04302217,106.2,58.8,18.9,63.5
4313,3/1/2022 9:46,28.17977817,84.04285017,115.7,58.6,19,63.3
4315,3/1/2022 9:46,28.17987767,84.04269367,113.3,58.2,19,63.2
4317,3/1/2022 9:46,28.179991,84.042513,113.4,58.2,19,63
4319,3/1/2022 9:46,28.180105,84.04232783,126.8,58.2,18.9,63
4321,3/1/2022 9:46,28.18021783,84.04214217,130.5,56.7,18.9,63
4323,3/1/2022 9:46,28.18033933,84.0419475,135.9,55.6,19,63.7
4325,3/1/2022 9:46,28.18048833,84.0417115,154,55.3,19,64.5
4327,3/1/2022 9:46,28.18059233,84.04152883,141.9,54.5,18.9,64.3
4329,3/1/2022 9:47,28.18070067,84.041346,138,53.7,18.9,64.5
4331,3/1/2022 9:47,28.18081233,84.04116317,147.3,54.2,18.8,65.1
4333,3/1/2022 9:47,28.18093333,84.040984,141.7,53.7,18.8,65.9
4335,3/1/2022 9:47,28.18109367,84.04072133,130.7,54.1,18.8,65.9
4337,3/1/2022 9:47,28.18120133,84.0405445,120.9,54.6,19,65.6
4339,3/1/2022 9:47,28.18131167,84.04036367,100.2,53.8,19.1,65
4341,3/1/2022 9:47,28.1814575,84.040148,99.5,54,19,64.4
4343,3/1/2022 9:47,28.1815765,84.039982,135.2,57.9,19,64.6
4345,3/1/2022 9:47,28.1817295,84.03977483,175.7,60.7,18.8,64.4
4347,3/1/2022 9:47,28.18185533,84.039605,186.3,62.1,18.8,64.1
4349,3/1/2022 9:47,28.1819905,84.0394365,184.5,62.2,18.9,63.8
4351,3/1/2022 9:47,28.18212467,84.03927117,209.7,63.5,18.8,63.7
4353,3/1/2022 9:47,28.182257,84.039108,229.1,65.2,18.8,63.6
4355,3/1/2022 9:47,28.18239667,84.03894867,256.2,77.4,18.9,63.5
4357,3/1/2022 9:48,28.1825285,84.038788,260.6,78.1,19,63.5
4359,3/1/2022 9:48,28.18266583,84.03863667,234.8,76.9,19.1,63.7
4361,3/1/2022 9:48,28.18279533,84.03848133,225,75.8,19.2,63.5
4363,3/1/2022 9:48,28.18292683,84.03832167,234.8,76.5,19.2,63.1
4365,3/1/2022 9:48,28.1830665,84.0381535,239.2,76.5,19.3,62.7
4367,3/1/2022 9:48,28.18321433,84.0379875,230.9,75.9,19.2,62.5
4369,3/1/2022 9:48,28.18334983,84.0378265,247.2,75.5,19,62.2
4371,3/1/2022 9:48,28.1835195,84.03762833,226.8,65.3,19,62.8
4373,3/1/2022 9:48,28.1836525,84.03747967,232.7,66.5,18.8,63.4
4375,3/1/2022 9:48,28.183777,84.037335,232.2,67.6,18.7,63.1
4377,3/1/2022 9:48,28.1839145,84.03718967,212.7,66.5,18.8,63.3
4379,3/1/2022 9:48,28.18408933,84.03698883,198.7,66.7,18.8,63.4
4381,3/1/2022 9:48,28.1842305,84.03683367,178.9,65.6,18.7,63.2
4383,3/1/2022 9:48,28.18436617,84.03669133,155.5,63.8,18.8,63.1
4385,3/1/2022 9:48,28.184497,84.03656417,159.2,64.5,18.8,62.9
4387,3/1/2022 9:49,28.18462933,84.036404,131.2,61.2,18.9,62.9
4389,3/1/2022 9:49,28.18475867,84.03625917,122.4,59.7,18.9,62.6
4391,3/1/2022 9:49,28.184917,84.03610267,145.6,61.5,19,62.5
4393,3/1/2022 9:49,28.1851235,84.03589067,159.9,62.8,18.8,62.6
4395,3/1/2022 9:49,28.18528833,84.03573117,170.6,63,18.8,62.9
4397,3/1/2022 9:49,28.18544317,84.03557633,180.4,63.5,18.8,62.8
4399,3/1/2022 9:49,28.1856025,84.03541333,182.1,63.2,18.8,62.7
4401,3/1/2022 9:49,28.18576117,84.03525267,170.2,61,18.9,62.8
4403,3/1/2022 9:49,28.18591867,84.0350955,171,60.6,18.8,63.3
4405,3/1/2022 9:49,28.1860785,84.0349375,160.8,59,18.8,63.4
4407,3/1/2022 9:49,28.18624233,84.03478217,139.5,57,18.8,63.5
4409,3/1/2022 9:49,28.18648417,84.03455083,121.8,55.4,18.8,63.5
4411,3/1/2022 9:49,28.18664367,84.03439217,117.4,55,18.8,63.4
4413,3/1/2022 9:49,28.18680283,84.03423767,106.6,54.4,18.8,63.5
4415,3/1/2022 9:50,28.18696083,84.03408233,102,53.9,18.7,63.3
4417,3/1/2022 9:50,28.18711483,84.0339275,98.4,53.2,18.8,63.3
4419,3/1/2022 9:50,28.18727333,84.033779,119,54.7,18.8,63.1
4421,3/1/2022 9:50,28.18743133,84.03362667,134,56,19,62.8
4423,3/1/2022 9:50,28.187662,84.0333985,152.3,57.9,19,62.8
4425,3/1/2022 9:50,28.1878175,84.03324117,167.5,59.6,19,62.3
4427,3/1/2022 9:50,28.18797067,84.0330875,185.7,61.5,19,62.3
4429,3/1/2022 9:50,28.18812233,84.03293233,196.8,62.9,19.2,62.2
4431,3/1/2022 9:50,28.188289,84.03276717,211,64.7,19.2,62.1
4433,3/1/2022 9:50,28.18845383,84.032597,187.8,63,19.3,62
4435,3/1/2022 9:50,28.1886135,84.03244267,171.9,61.8,19.2,61.9
4437,3/1/2022 9:50,28.18879583,84.03226833,164.6,61.9,19.4,62
4439,3/1/2022 9:50,28.18893917,84.03213033,176.6,61.4,19.4,61.9
4441,3/1/2022 9:50,28.18908517,84.0319915,189.1,62.3,19.5,61.6
4443,3/1/2022 9:51,28.1892335,84.03183967,206.8,63.3,19.4,61.6
4445,3/1/2022 9:51,28.18938133,84.03168717,204.6,61.9,19.5,61.9
4447,3/1/2022 9:51,28.18952417,84.03154667,211.8,61.8,19.3,61.6
4449,3/1/2022 9:51,28.18966833,84.0314025,231.7,61.7,19.3,61.5
4451,3/1/2022 9:51,28.1898265,84.03125283,229.1,59.4,19.2,61.6
4453,3/1/2022 9:51,28.189981,84.031094,216.7,57,19.4,62.3
4455,3/1/2022 9:51,28.19020517,84.030866,175.5,52.5,19.4,62.3
4457,3/1/2022 9:51,28.19039,84.03068933,151.6,50.1,19.6,62
4459,3/1/2022 9:51,28.19053133,84.03054467,158.1,49.9,19.8,61.4
4461,3/1/2022 9:51,28.190672,84.03040467,177.8,50.7,19.7,61
4463,3/1/2022 9:51,28.19081317,84.03025433,185.4,52.8,19.7,60.8
4465,3/1/2022 9:51,28.19095867,84.0301005,205.5,55.9,19.8,61
4467,3/1/2022 9:51,28.19110283,84.02995633,214.5,57.9,19.8,61
4469,3/1/2022 9:51,28.19124967,84.02981517,216.7,58.5,19.8,61.1
4471,3/1/2022 9:51,28.19140967,84.02966717,229.9,60.9,19.8,60.9
4473,3/1/2022 9:52,28.19158067,84.02951133,235.7,61.9,19.7,61.4
4475,3/1/2022 9:52,28.19178233,84.02933417,246.5,64.5,19.7,61.4
4477,3/1/2022 9:52,28.19193417,84.02921683,244.7,65.3,19.7,61.9
4479,3/1/2022 9:52,28.19209567,84.0290905,239.7,64.6,19.7,61.9
4481,3/1/2022 9:52,28.19226417,84.02897867,226.2,65.5,19.6,61.8
4483,3/1/2022 9:52,28.19242133,84.0288645,222.6,67.1,19.5,62
4485,3/1/2022 9:52,28.192574,84.0287685,217.9,66.7,19.5,62
4487,3/1/2022 9:52,28.1927245,84.02866233,209.8,68.1,19.3,62
4489,3/1/2022 9:52,28.19287983,84.02854883,203.9,69.6,19.3,62.2
4491,3/1/2022 9:52,28.19308133,84.02840467,210.3,72.6,19.4,62.8
4493,3/1/2022 9:52,28.19319117,84.02825283,201.2,73.9,19.3,63.2
4495,3/1/2022 9:52,28.1932455,84.028064,212.7,74.7,19.3,63.5
4497,3/1/2022 9:52,28.19331183,84.027839,223,75.2,19.4,63.3
4499,3/1/2022 9:52,28.19335983,84.02767767,234,76.3,19.6,62.8
4501,3/1/2022 9:53,28.19341,84.02753217,224,75.1,19.7,62.4
4503,3/1/2022 9:53,28.19347017,84.02736717,204.7,73,19.9,61.6
4505,3/1/2022 9:53,28.19352433,84.02721483,168,68.9,19.7,61
4507,3/1/2022 9:53,28.19357267,84.0270655,164.6,66.1,19.4,60.7
4509,3/1/2022 9:53,28.19358183,84.026899,155.9,64.5,19.5,61.2
4511,3/1/2022 9:53,28.19347517,84.026641,159.8,63.2,19.5,61.2
4513,3/1/2022 9:53,28.19333567,84.02639517,148.4,61.5,19.5,61.2
4515,3/1/2022 9:53,28.193124,84.02619383,150.2,61.2,19.5,61.2
4517,3/1/2022 9:53,28.19292533,84.02607183,144.8,61.7,19.5,61.2
4519,3/1/2022 9:53,28.19268983,84.02594633,139,59.3,19.5,61.2
4521,3/1/2022 9:53,28.19248483,84.02582233,108,57.8,19.5,61.2
4523,3/1/2022 9:54,28.1922975,84.0255845,106.4,56.8,19.5,61.2
4525,3/1/2022 9:54,28.19223583,84.02522767,99.3,57,19.5,61.2
4527,3/1/2022 9:54,28.19233683,84.02493067,95.9,58.7,19.5,61.2
4529,3/1/2022 9:54,28.19248967,84.02464383,103.7,58.5,19.5,61.2
4531,3/1/2022 9:54,28.1926275,84.02439767,115.1,59.8,19.5,61.2
4533,3/1/2022 9:54,28.19276583,84.02411533,134.9,60.7,19.5,61.2
4535,3/1/2022 9:54,28.192606,84.0239575,152.3,60.5,19.5,61.2
4537,3/1/2022 9:54,28.192398,84.023799,163.2,63.1,19.5,61.2
4539,3/1/2022 9:54,28.19216233,84.02360083,169.5,63.4,19.5,61.2
4541,3/1/2022 9:55,28.19199617,84.02345433,145.2,59.2,19.5,61.2
4543,3/1/2022 9:55,28.191852,84.023327,135.2,57.6,18.3,64
4545,3/1/2022 9:55,28.191724,84.0232705,131.7,57,18.2,64
4547,3/1/2022 9:55,28.19158233,84.023278,112.4,53,18.4,63.8
4549,3/1/2022 9:55,28.19143267,84.02330983,99.9,49.7,18.4,63.7
4551,3/1/2022 9:55,28.19133783,84.02334017,104.3,49,18.7,63.3
4553,3/1/2022 9:55,28.191145,84.02347567,127.3,51.4,18.7,63.3
4555,3/1/2022 9:55,28.19096217,84.02360683,133.7,51.8,18.8,62.2
4557,3/1/2022 9:55,28.1908375,84.02371717,132.4,51.8,18.9,62.2
4559,3/1/2022 9:55,28.19069117,84.0238755,164.2,55.5,18.8,62.5
4561,3/1/2022 9:55,28.19051067,84.02406733,172.7,58.3,18.8,62.5
4563,3/1/2022 9:56,28.19033083,84.0242315,167.2,80.5,18.8,62.5
4565,3/1/2022 9:56,28.19019783,84.02436933,209.8,152.5,18.8,62.5
4567,3/1/2022 9:56,28.19003383,84.02452083,259,204,18.8,62.5
4569,3/1/2022 9:56,28.18987233,84.02472633,314.6,281.2,18.8,62.5
4571,3/1/2022 9:56,28.18975683,84.024866,379.6,340,18.9,62.9
4573,3/1/2022 9:56,28.1896635,84.02499383,378.9,339.5,19,63.2
4575,3/1/2022 9:56,28.18956217,84.025105,359.4,321.8,19.1,63.3
4577,3/1/2022 9:56,28.18946383,84.02519817,392.6,321.8,19,62.8
4579,3/1/2022 9:56,28.18935117,84.02533433,382.4,313,19.2,63
4581,3/1/2022 9:56,28.18924833,84.0254585,401.7,303.7,19.1,62.8
4583,3/1/2022 9:56,28.1891085,84.02563017,365.4,269.7,19,63.3
4585,3/1/2022 9:56,28.18900567,84.0257655,333.8,213.1,19,63.3
4587,3/1/2022 9:57,28.188895,84.02596683,351.8,234.8,18.9,63.2
4589,3/1/2022 9:57,28.18879633,84.02620083,273.8,194.3,18.9,63.2
4591,3/1/2022 9:57,28.18871983,84.02632567,242.2,161.6,19,63.3
4593,3/1/2022 9:57,28.18863133,84.026407,221.8,177.3,19.1,63.3
4595,3/1/2022 9:57,28.18852133,84.02641133,251.5,214.5,19.2,63.3
4597,3/1/2022 9:57,28.18836683,84.026375,296.1,265.2,19.5,62.1
4599,3/1/2022 9:57,28.18825883,84.02633467,409.1,268.1,19.6,61.5
4601,3/1/2022 9:57,28.18818133,84.0262875,442.5,269.5,19.5,61.4
4603,3/1/2022 9:57,28.18798683,84.02619733,431.8,259.6,19.5,61.4
4605,3/1/2022 9:57,28.18784083,84.026133,415.8,244.3,19.7,61
4607,3/1/2022 9:57,28.18771733,84.02607667,378.6,196.5,19.7,61.3
4609,3/1/2022 9:57,28.18754733,84.02595467,298.4,116.4,19.6,62
4611,3/1/2022 9:57,28.18740867,84.0258395,258.1,92.1,19.6,61.9
4613,3/1/2022 9:58,28.1872715,84.02572783,114.9,65.8,19.5,61.9
4615,3/1/2022 9:58,28.18715167,84.0256315,77.8,45.3,19.4,61.9
4617,3/1/2022 9:58,28.18706667,84.02555583,79.4,46.8,19.4,62.4
4619,3/1/2022 9:58,28.18696217,84.02542,78.3,48.1,19.3,62.3
4621,3/1/2022 9:58,28.18687417,84.0252865,81.1,48.9,19.3,62.1
4623,3/1/2022 9:58,28.18675833,84.02522917,81.2,49.6,19.5,62.2
4625,3/1/2022 9:58,28.186621,84.02517733,84.2,49.7,19.3,61.6
4627,3/1/2022 9:58,28.18648533,84.02512483,79.2,48.2,19.3,62.2
4629,3/1/2022 9:58,28.1863115,84.02507933,78.5,48.1,19.3,62.2
4631,3/1/2022 9:58,28.1861205,84.02506533,80.3,47.7,19.1,62.4
4633,3/1/2022 9:58,28.18593433,84.0250075,78.8,47.7,19.1,62.7
4635,3/1/2022 9:58,28.18580233,84.02492817,74.2,46.8,19.2,63.6
4637,3/1/2022 9:58,28.18572583,84.024866,78,47.6,19.4,64.2
4639,3/1/2022 9:59,28.1856145,84.02478833,75.2,47.8,19.5,63.5
4641,3/1/2022 9:59,28.1855095,84.0247055,75.2,47.8,19.6,62
4643,3/1/2022 9:59,28.18537783,84.02471433,77.5,47.6,19.5,61.7
4645,3/1/2022 9:59,28.185261,84.02484833,74,46.7,19.5,61.7
4647,3/1/2022 9:59,28.18520317,84.024929,74.5,46.4,19.3,61.3
4649,3/1/2022 9:59,28.18510567,84.0250525,72.2,46.3,19.3,61.6
4651,3/1/2022 9:59,28.18500433,84.0251795,99,65.2,19.2,61.7
4653,3/1/2022 9:59,28.18488617,84.0252905,127.5,104.7,19,61.8
4655,3/1/2022 9:59,28.1847685,84.0253915,152.5,135.8,18.8,61.9
4657,3/1/2022 9:59,28.1846705,84.0254685,230.4,198.8,18.8,61.8
4659,3/1/2022 9:59,28.18451833,84.02557883,282.7,242,18.8,61.8
4661,3/1/2022 9:59,28.18441467,84.02564967,328,284.7,18.8,61.9
4663,3/1/2022 9:59,28.18425,84.0257385,387.9,329.7,18.7,62.1
4665,3/1/2022 9:59,28.18408433,84.0258315,435.6,348.4,18.8,62.5
4667,3/1/2022 10:00,28.18392417,84.02592533,439.4,349.3,18.8,62.8
4669,3/1/2022 10:00,28.18373733,84.026048,489.2,378.1,18.7,62.8
4671,3/1/2022 10:00,28.18355133,84.02616767,511.3,350,18.7,62.5
4673,3/1/2022 10:00,28.18338917,84.0262745,526.1,317.2,18.7,62
4675,3/1/2022 10:00,28.18324933,84.02637433,546.9,282.5,18.6,61.8
4677,3/1/2022 10:00,28.18309783,84.02644417,576,257.3,18.6,62
4679,3/1/2022 10:00,28.18294183,84.02653067,476,190.5,18.6,62
4681,3/1/2022 10:00,28.18276333,84.02665317,465.7,173.3,18.6,62.3
4683,3/1/2022 10:00,28.18266417,84.02676617,401.5,123.2,18.5,62.7
4685,3/1/2022 10:00,28.1825445,84.02692883,307.2,90.7,18.4,62.6
4687,3/1/2022 10:00,28.18246117,84.02703217,246.4,81.8,18.3,62.1
4689,3/1/2022 10:00,28.18236517,84.02710567,225.6,110.3,18.4,62
4691,3/1/2022 10:00,28.182212,84.0271785,216.8,129.2,18.3,62.2
4693,3/1/2022 10:01,28.18199917,84.02728467,377.6,231.2,18.3,62.2
4695,3/1/2022 10:01,28.1818715,84.02737067,432.7,277.9,18.3,62.7
4697,3/1/2022 10:01,28.18174617,84.02745667,488.6,319.1,18.4,63.5
4699,3/1/2022 10:01,28.181553,84.02758667,476.3,320.7,18.3,64.5
4701,3/1/2022 10:01,28.1814085,84.0276695,463.6,319.9,18.3,65.1
4703,3/1/2022 10:01,28.18124883,84.027749,411,288.3,18.3,65
4705,3/1/2022 10:01,28.1810845,84.027826,345.4,247.9,18.3,65.4
4707,3/1/2022 10:01,28.18093033,84.02789617,259.8,208.8,18.3,65.9
4709,3/1/2022 10:01,28.18073017,84.02794217,185.7,155.4,18.5,66.2
4711,3/1/2022 10:01,28.18056333,84.027976,129.5,115.2,18.6,65.9
4713,3/1/2022 10:01,28.18039633,84.02803083,129,113.6,18.7,65.7
4715,3/1/2022 10:01,28.18025017,84.02812667,132,115.6,18.7,65.6
4717,3/1/2022 10:01,28.18013067,84.02824433,229.6,114.7,18.7,65.6
4719,3/1/2022 10:01,28.18004467,84.02843333,272.5,111.5,18.7,66.4
4721,3/1/2022 10:02,28.179936,84.02861183,244.8,81,18.7,66.4
4723,3/1/2022 10:02,28.17982367,84.0287335,244.3,79.9,18.8,66.3
4725,3/1/2022 10:02,28.17970467,84.02884767,296.7,119,18.8,66.3
4727,3/1/2022 10:02,28.1796645,84.02896667,353.2,172.5,19.1,67.1
4729,3/1/2022 10:02,28.1796145,84.02913133,300.1,214,19.3,66.8
4731,3/1/2022 10:02,28.17956933,84.0292325,315.5,247.5,19.4,66.5
4733,3/1/2022 10:02,28.17951633,84.02933217,316.1,259.7,19.5,67.2
4735,3/1/2022 10:02,28.17945767,84.029434,382.6,311.6,19.6,67
4737,3/1/2022 10:02,28.17941567,84.02952117,423.6,356,19.7,66.9
4739,3/1/2022 10:02,28.17932617,84.02965067,394.2,343.8,19.8,66.3
4741,3/1/2022 10:02,28.17925433,84.02971983,391,349.4,19.8,66.8
4743,3/1/2022 10:02,28.17915483,84.029765,404.1,358.9,20,66.6
4745,3/1/2022 10:02,28.17909467,84.02979283,406.1,361.7,20.1,65.4
4747,3/1/2022 10:03,28.17901733,84.02978067,477.1,411.4,20.1,65.1
4749,3/1/2022 10:03,28.178916,84.02981217,494.5,427.9,20.2,63.8
4751,3/1/2022 10:03,28.17877533,84.0299205,449.3,369.9,19.7,63.1
4753,3/1/2022 10:03,28.178681,84.02999217,412.4,317.3,19.7,63.3
4755,3/1/2022 10:03,28.17861083,84.03007067,329.8,256.6,19.7,64
4757,3/1/2022 10:03,28.178524,84.03017383,279.2,212,19.7,64.6
4759,3/1/2022 10:03,28.1784045,84.0302775,216.1,170.1,19.5,64.6
4761,3/1/2022 10:03,28.17830817,84.030349,176.6,125.4,19.2,65.8
4763,3/1/2022 10:03,28.17822583,84.0304065,131.1,84.1,19.2,65.3
4765,3/1/2022 10:03,28.17808117,84.0305025,186.3,126.7,19.1,65
4767,3/1/2022 10:03,28.17795483,84.03057183,269.2,182.6,19.1,66.1
4769,3/1/2022 10:03,28.17784367,84.03062317,330.8,238.3,19,66.3
4771,3/1/2022 10:03,28.17773233,84.03068017,385.2,272.8,19,66.7
4773,3/1/2022 10:04,28.17760917,84.0307295,508.4,303.2,18.9,65.5
4775,3/1/2022 10:04,28.1774875,84.0307595,558.7,335.8,18.9,65.5
4777,3/1/2022 10:04,28.1773705,84.0308055,613.9,372.2,19,66.1
4779,3/1/2022 10:04,28.17722017,84.03087183,575.8,349.4,19,67.7
4781,3/1/2022 10:04,28.177119,84.03091483,542.5,344.4,19,66.9
4783,3/1/2022 10:04,28.17701833,84.0309555,527.7,328.4,19,66.8
4785,3/1/2022 10:04,28.17688683,84.03099933,453.7,273.2,19.2,67.5
4787,3/1/2022 10:04,28.176715,84.03102867,313,236.4,19.1,65.8
4789,3/1/2022 10:04,28.176606,84.03107433,269.1,218.1,19.1,65.3
4791,3/1/2022 10:04,28.1764845,84.03116917,241.6,195.9,18.9,64.1
4793,3/1/2022 10:04,28.176394,84.03124767,225.4,176.7,18.9,63.9
4795,3/1/2022 10:04,28.176267,84.031297,170.5,119.1,18.9,63.9
4797,3/1/2022 10:04,28.1761925,84.0312635,154.4,111.6,18.8,64.4
4799,3/1/2022 10:05,28.17610883,84.03116717,195.6,152,18.8,64.5
4801,3/1/2022 10:05,28.17601083,84.03104433,282,219.7,18.8,64.5
4803,3/1/2022 10:05,28.17593733,84.0309535,350.1,255.8,19.2,65.9
4805,3/1/2022 10:05,28.175856,84.03091067,350.7,261.5,19.2,65.4
4807,3/1/2022 10:05,28.17576067,84.03097033,364.1,261.5,19.3,64.9
4809,3/1/2022 10:05,28.17565917,84.03106233,367,261.3,19.3,63.6
4811,3/1/2022 10:05,28.17551283,84.03115817,347.3,240.3,19.2,63.7
4813,3/1/2022 10:05,28.175435,84.03119867,288.6,176.4,19.3,63.7
4815,3/1/2022 10:05,28.17529117,84.03116983,162.4,95,19.4,63.7
4817,3/1/2022 10:05,28.17518867,84.031087,191.6,107.1,19.3,64.3
4819,3/1/2022 10:05,28.17509867,84.03097867,251,164.3,19.4,64.9
4821,3/1/2022 10:05,28.17501583,84.03087917,282.9,200.1,19.3,64.6
4823,3/1/2022 10:05,28.17491583,84.0307045,333.4,233.1,19.7,65.2
4825,3/1/2022 10:06,28.17486733,84.03058017,335,234.8,19.7,64.6
4827,3/1/2022 10:06,28.174806,84.03040933,340.8,237,19.8,64.1
4829,3/1/2022 10:06,28.17476817,84.03022333,273.1,198.2,20,63.7
4831,3/1/2022 10:06,28.17472467,84.03003417,208.8,142.9,20,63.7
4833,3/1/2022 10:06,28.17469667,84.02987617,159.3,101,20.2,62.8
4835,3/1/2022 10:06,28.17467533,84.029713,152.5,84.4,20.2,62.4
4837,3/1/2022 10:06,28.17466833,84.02955367,130.7,63.4,20.2,61.7
4839,3/1/2022 10:06,28.174671,84.02939717,147.2,62.9,20.3,61.3
4841,3/1/2022 10:06,28.1746735,84.02923467,146.3,61.4,20.1,60.9
4843,3/1/2022 10:06,28.17467517,84.0290755,146.1,60.5,20.1,60.9
4845,3/1/2022 10:06,28.17467183,84.02892,148,58.5,20.1,60.5
4847,3/1/2022 10:06,28.17464517,84.028694,140.9,55.6,20.1,60.5
4849,3/1/2022 10:06,28.17463383,84.02853217,128.8,54,20.1,61.9
4851,3/1/2022 10:06,28.17463067,84.02834583,112.6,51.6,20.3,62.7
4853,3/1/2022 10:07,28.17455333,84.0282585,97.4,50.6,20.5,62.9
4855,3/1/2022 10:07,28.17438083,84.0282865,95.5,50.2,20.5,63.3
4857,3/1/2022 10:07,28.17424183,84.02833133,89.3,49.1,20.4,62.4
4859,3/1/2022 10:07,28.174105,84.02831467,90.1,49.3,20.3,61.6
4861,3/1/2022 10:07,28.173996,84.028204,91.6,49.4,20.3,61
4863,3/1/2022 10:07,28.1739315,84.02807467,112.6,50.4,20.3,60.8
4865,3/1/2022 10:07,28.173875,84.02793617,124.3,52.8,20.3,60.7
4867,3/1/2022 10:07,28.17381217,84.02776817,132.2,56.2,20.2,60.7
4869,3/1/2022 10:07,28.17374783,84.02758867,131.8,57.3,20.1,60.5
4871,3/1/2022 10:07,28.17368717,84.02740583,132.6,57.5,19.7,60.2
4873,3/1/2022 10:07,28.17362167,84.02722983,137.4,58.2,19.7,60.3
4875,3/1/2022 10:07,28.1735695,84.0270875,132.9,59,19.7,60.9
4877,3/1/2022 10:07,28.1735135,84.02695217,110.9,57.9,19.7,62.1
4879,3/1/2022 10:08,28.17345767,84.02680383,101,54.6,19.8,63.5
4881,3/1/2022 10:08,28.17340583,84.02665667,95.3,53.6,19.8,63.9
4883,3/1/2022 10:08,28.173357,84.02652017,95.7,53.4,19.9,64.1
4885,3/1/2022 10:08,28.1733065,84.02637917,95.5,53.5,19.9,62.8
4887,3/1/2022 10:08,28.17326,84.0262485,90.2,54.2,19.9,62.3
4889,3/1/2022 10:08,28.173219,84.026121,84,53.5,19.9,62
4891,3/1/2022 10:08,28.17319,84.025988,83.3,54.6,19.8,61.9
4893,3/1/2022 10:08,28.17318817,84.02584267,85.5,55,19.9,61.9
4895,3/1/2022 10:08,28.17320983,84.0256615,87.4,55.9,20,61.6
4897,3/1/2022 10:08,28.173243,84.02551067,88.5,56,20.2,60.8
4899,3/1/2022 10:08,28.17333083,84.02533867,91.1,56.4,20.3,60.4
4901,3/1/2022 10:08,28.17347383,84.02517567,96.6,54.6,20.3,60.4
4903,3/1/2022 10:08,28.17359717,84.025093,94.7,53.9,20.6,59.4
4905,3/1/2022 10:08,28.17372833,84.02501417,96.5,53.1,20.6,59.3
4907,3/1/2022 10:09,28.17390183,84.02491783,95.9,52.3,20.7,59.3
4909,3/1/2022 10:09,28.17404467,84.024834,97.6,51.5,20.7,59.9
4911,3/1/2022 10:09,28.17418117,84.0247485,94.6,51,20.7,59.8
4913,3/1/2022 10:09,28.17435933,84.02463617,85.2,49.8,20.8,59.6
4915,3/1/2022 10:09,28.17450633,84.02455067,84.3,50,20.9,59.7
4917,3/1/2022 10:09,28.1746425,84.02446567,86,50.7,20.9,59.6
4919,3/1/2022 10:09,28.174771,84.02436583,86.9,51.6,20.9,59.1
4921,3/1/2022 10:09,28.17493833,84.02425933,86.1,52.3,20.9,59.1
4923,3/1/2022 10:09,28.175065,84.02417217,118.2,55.3,20.7,59.3
4925,3/1/2022 10:09,28.17522017,84.02405567,266.1,67.6,20.5,59.4
4927,3/1/2022 10:09,28.17538283,84.02392333,319.1,71.8,20.4,60.3
4929,3/1/2022 10:09,28.175556,84.023801,332.7,73.6,20.4,60.5
4931,3/1/2022 10:09,28.17569733,84.02372183,342.3,74.8,20.6,61.3
4933,3/1/2022 10:09,28.1758495,84.02365983,342.5,75.2,20.6,61.4
4935,3/1/2022 10:10,28.17600183,84.02360733,343.8,76.3,20.7,60.8
4937,3/1/2022 10:10,28.176198,84.02358583,289.5,72,20.7,60.5
4939,3/1/2022 10:10,28.176396,84.02359283,149,61.3,20.7,60.5
4941,3/1/2022 10:10,28.176546,84.023554,119.1,58.7,20.5,59.2
4943,3/1/2022 10:10,28.17669967,84.02348983,102.3,56.9,20.4,59.1
4945,3/1/2022 10:10,28.17689317,84.02344117,95.8,53.6,20.3,59.4
4947,3/1/2022 10:10,28.17705383,84.023463,95.6,52.7,20.2,59.9
4949,3/1/2022 10:10,28.17721167,84.02350817,106.8,50.9,19.7,60.4
4951,3/1/2022 10:10,28.17739683,84.02353083,101.6,48.8,19.6,60.7
4953,3/1/2022 10:10,28.17753017,84.0235495,103.6,49,19.4,62.6
4955,3/1/2022 10:10,28.17765917,84.0234935,104.3,49.9,19.3,63.2
4957,3/1/2022 10:10,28.1776675,84.02335183,108.7,50.7,19.3,63.5
4959,3/1/2022 10:10,28.17764033,84.023187,105.4,51.9,19.3,63.4
4961,3/1/2022 10:11,28.177605,84.0230215,106.7,51.8,19.4,63
4963,3/1/2022 10:11,28.17759417,84.022879,89.5,52.5,19.4,61.8
4965,3/1/2022 10:11,28.17758917,84.02276917,92.5,53.9,19.4,61.5
4967,3/1/2022 10:11,28.17756583,84.02263167,92.8,55.4,19.5,61.4
4969,3/1/2022 10:11,28.17757183,84.02237933,106.8,57.1,19.7,61
4971,3/1/2022 10:11,28.177565,84.02221183,106.9,57.5,19.8,60.9
4973,3/1/2022 10:11,28.17754817,84.02200033,104.1,57.4,19.9,61.1
4975,3/1/2022 10:11,28.1775245,84.02178567,102.6,56.1,19.9,61
4977,3/1/2022 10:11,28.17749567,84.0216045,103.9,55.5,19.8,61
4979,3/1/2022 10:11,28.17748117,84.02143017,108.6,55.5,19.8,61.9
